Top-level zone: System: NonStridingTopLevelMemoryZoneContainer:System[00]
Top-level zone: Setup: NonStridingTopLevelMemoryZoneContainer:Setup[10 00 00]
Top-level zone: Temporary Tone ZCore: StridingTopLevelMemoryZoneContainer:Temporary Tone ZCore [02 00 00 00..02 03 00 00/0x10000] (4 items)
Top-level zone: Temporary Tone Analog Synth Model: StridingTopLevelMemoryZoneContainer:Temporary Tone Analog Synth Model [02 10 00 00..02 13 00 00/0x10000] (4 items)
Top-level zone: Temporary Tone RD Piano: NonStridingTopLevelMemoryZoneContainer:Temporary Tone RD Piano[02 20 00 00]
Top-level zone: Temporary Tone JUPITER-X: StridingTopLevelMemoryZoneContainer:Temporary Tone JUPITER-X [02 50 00 00..02 53 00 00/0x10000] (4 items)
Struct: Setup
Struct: System Common
Struct: System Control
Struct: Button Color Set
Struct: Drive
Struct: Arpeggio Common
Struct: Arpeggio Part
Struct: Master Comp
Struct: Master EQ
Struct: Sympathetic Resonance
Struct: ToneName
Struct: ToneCom
Struct: Model Bank Assign
Struct: USRDATABLK
Struct: Partial EQ
Struct: Partial LFO
Struct: Partial Pitch Env
Struct: Partial Filter Env
Struct: Partial Amp Env
Struct: Tone Common
Struct: Tone PMT
Struct: Tone Partial
Struct: Tone Synth Common
Struct: Tone Synth PMT
Struct: Tone Synth Partial
Struct: MDLSYN0
Struct: MDLJPX
Struct: MFX
Struct: Reverb
Struct: Chorus
Top-level struct: Setup
Top-level struct: System
Top-level struct: SynMdl
Top-level struct: RDTONE
Top-level struct: MdlJPX
Top-level struct: ZCore
offset,summary
04 04 41 08,ZCore[2].Synth Partial[4].SuperSAW Detune
04 04 41 09,ZCore[2].Synth Partial[4].Click Type
04 04 41 0a,ZCore[2].Synth Partial[4].HPF Cutoff
04 04 41 0e,ZCore[2].Synth Partial[4].Filter Type
04 04 41 0f,ZCore[2].Synth Partial[4].Filter Slope
04 04 41 10,ZCore[2].Synth Partial[4].ADSREnv Switch
04 04 41 11,ZCore[2].Synth Partial[4].Fat
04 04 41 12,ZCore[2].Synth Partial[4].VCF Type
04 04 41 13,ZCore[2].Synth Partial[4].OSC Attenuator
04 04 41 15,ZCore[2].Synth Partial[4].Cutoff Keyfollow Base Point
04 04 41 16,ZCore[2].Synth Partial[4].VA Waveform Invert Switch
04 04 41 17,ZCore[2].Synth Partial[4].TVF Env Fine Depth
04 04 41 18,ZCore[2].Synth Partial[4].PENV LFO Trigger Switch
04 04 41 19,ZCore[2].Synth Partial[4].FENV LFO Trigger Switch
04 04 41 1a,ZCore[2].Synth Partial[4].AENV LFO Trigger Switch
04 04 41 1b,ZCore[2].Synth Partial[4].Pitch Down Depth
04 04 41 1c,ZCore[2].Synth Partial[4].reserved
04 04 41 1d,ZCore[2].Synth Partial[4].VA Init Phase
04 06 00 00,ZCore[3].Tone Common[1(unique)].Name
04 06 00 01,ZCore[3].Tone Common[1(unique)].Name
04 06 00 02,ZCore[3].Tone Common[1(unique)].Name
04 06 00 03,ZCore[3].Tone Common[1(unique)].Name
04 06 00 04,ZCore[3].Tone Common[1(unique)].Name
04 06 00 05,ZCore[3].Tone Common[1(unique)].Name
04 06 00 06,ZCore[3].Tone Common[1(unique)].Name
04 06 00 07,ZCore[3].Tone Common[1(unique)].Name
04 06 00 08,ZCore[3].Tone Common[1(unique)].Name
04 06 00 09,ZCore[3].Tone Common[1(unique)].Name
04 06 00 0a,ZCore[3].Tone Common[1(unique)].Name
04 06 00 0b,ZCore[3].Tone Common[1(unique)].Name
04 06 00 0c,ZCore[3].Tone Common[1(unique)].Name
04 06 00 0d,ZCore[3].Tone Common[1(unique)].Name
04 06 00 0e,ZCore[3].Tone Common[1(unique)].Name
04 06 00 0f,ZCore[3].Tone Common[1(unique)].Name
04 06 00 10,ZCore[3].Tone Common[1(unique)].Category
04 06 00 11,ZCore[3].Tone Common[1(unique)].Reserved
04 06 00 15,ZCore[3].Tone Common[1(unique)].Level
04 06 00 16,ZCore[3].Tone Common[1(unique)].Pan
04 06 00 17,ZCore[3].Tone Common[1(unique)].Priority
04 06 00 18,ZCore[3].Tone Common[1(unique)].Tone Coarse Tune
04 06 00 19,ZCore[3].Tone Common[1(unique)].Tone Fine Tune
04 06 00 1a,ZCore[3].Tone Common[1(unique)].Octave Shift
04 06 00 1b,ZCore[3].Tone Common[1(unique)].Stretch Tune Depth
04 06 00 1c,ZCore[3].Tone Common[1(unique)].Analog Feel
04 06 00 1d,ZCore[3].Tone Common[1(unique)].Mono/Poly
04 06 00 1e,ZCore[3].Tone Common[1(unique)].Legato Switch
04 06 00 1f,ZCore[3].Tone Common[1(unique)].Legato Retrigger Interval
04 06 00 20,ZCore[3].Tone Common[1(unique)].Portamento Switch
04 06 00 21,ZCore[3].Tone Common[1(unique)].Portamento Mode
04 06 00 22,ZCore[3].Tone Common[1(unique)].Portamento Type
04 06 00 23,ZCore[3].Tone Common[1(unique)].Portamento Start
04 06 00 24,ZCore[3].Tone Common[1(unique)].Portamento Time
04 06 00 28,ZCore[3].Tone Common[1(unique)].Bend Range Up
04 06 00 29,ZCore[3].Tone Common[1(unique)].Bend Range Down
04 06 00 2a,ZCore[3].Tone Common[1(unique)].Bend Mode
04 06 00 2b,ZCore[3].Tone Common[1(unique)].Soft Level Sens
04 06 00 2c,ZCore[3].Tone Common[1(unique)].Reserved
04 06 00 2e,ZCore[3].Tone Common[1(unique)].Reserved
04 06 00 30,ZCore[3].Tone Common[1(unique)].Reserved
04 06 00 32,ZCore[3].Tone Common[1(unique)].Reserved
04 06 00 34,ZCore[3].Tone Common[1(unique)].Portamento Curve Type
04 06 00 35,ZCore[3].Tone Common[1(unique)].Partial LFO Phase Lock
04 06 01 00,ZCore[3].Tone MFX[1(unique)].Type (* appendix 1)
04 06 01 01,ZCore[3].Tone MFX[1(unique)].MFX Switch
04 06 01 02,ZCore[3].Tone MFX[1(unique)].MFX Chorus Send Level
04 06 01 03,ZCore[3].Tone MFX[1(unique)].MFX Reverb Send Level
04 06 01 04,ZCore[3].Tone MFX[1(unique)].MFX CtrlSrc 1
04 06 01 05,ZCore[3].Tone MFX[1(unique)].MFX CtrlSens 1
04 06 01 06,ZCore[3].Tone MFX[1(unique)].MFX CtrlSrc 2
04 06 01 07,ZCore[3].Tone MFX[1(unique)].MFX CtrlSens 2
04 06 01 08,ZCore[3].Tone MFX[1(unique)].MFX CtrlSrc 3
04 06 01 09,ZCore[3].Tone MFX[1(unique)].MFX CtrlSens 3
04 06 01 0a,ZCore[3].Tone MFX[1(unique)].MFX CtrlSrc 4
04 06 01 0b,ZCore[3].Tone MFX[1(unique)].MFX CtrlSens 4
04 06 01 0c,ZCore[3].Tone MFX[1(unique)].MFX CtrlAsgn
04 06 01 0d,ZCore[3].Tone MFX[1(unique)].MFX CtrlAsgn
04 06 01 0e,ZCore[3].Tone MFX[1(unique)].MFX CtrlAsgn
04 06 01 0f,ZCore[3].Tone MFX[1(unique)].MFX CtrlAsgn
04 06 01 10,ZCore[3].Tone MFX[1(unique)].MFX Parameter 1
04 06 01 14,ZCore[3].Tone MFX[1(unique)].MFX Parameter 2
04 06 01 18,ZCore[3].Tone MFX[1(unique)].MFX Parameter 3
04 06 01 1c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 4
04 06 01 20,ZCore[3].Tone MFX[1(unique)].MFX Parameter 5
04 06 01 24,ZCore[3].Tone MFX[1(unique)].MFX Parameter 6
04 06 01 28,ZCore[3].Tone MFX[1(unique)].MFX Parameter 7
04 06 01 2c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 8
04 06 01 30,ZCore[3].Tone MFX[1(unique)].MFX Parameter 9
04 06 01 34,ZCore[3].Tone MFX[1(unique)].MFX Parameter 10
04 06 01 38,ZCore[3].Tone MFX[1(unique)].MFX Parameter 11
04 06 01 3c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 12
04 06 01 40,ZCore[3].Tone MFX[1(unique)].MFX Parameter 13
04 06 01 44,ZCore[3].Tone MFX[1(unique)].MFX Parameter 14
04 06 01 48,ZCore[3].Tone MFX[1(unique)].MFX Parameter 15
04 06 01 4c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 16
04 06 01 50,ZCore[3].Tone MFX[1(unique)].MFX Parameter 17
04 06 01 54,ZCore[3].Tone MFX[1(unique)].MFX Parameter 18
04 06 01 58,ZCore[3].Tone MFX[1(unique)].MFX Parameter 19
04 06 01 5c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 20
04 06 01 60,ZCore[3].Tone MFX[1(unique)].MFX Parameter 21
04 06 01 64,ZCore[3].Tone MFX[1(unique)].MFX Parameter 22
04 06 01 68,ZCore[3].Tone MFX[1(unique)].MFX Parameter 23
04 06 01 6c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 24
04 06 01 70,ZCore[3].Tone MFX[1(unique)].MFX Parameter 25
04 06 01 74,ZCore[3].Tone MFX[1(unique)].MFX Parameter 26
04 06 01 78,ZCore[3].Tone MFX[1(unique)].MFX Parameter 27
04 06 01 7c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 28
04 06 02 00,ZCore[3].Tone MFX[1(unique)].MFX Parameter 29
04 06 02 04,ZCore[3].Tone MFX[1(unique)].MFX Parameter 30
04 06 02 08,ZCore[3].Tone MFX[1(unique)].MFX Parameter 31
04 06 02 0c,ZCore[3].Tone MFX[1(unique)].MFX Parameter 32
04 06 10 00,ZCore[3].Tone PMT[1(unique)].Velocity Control
04 06 10 01,ZCore[3].Tone PMT[1(unique)].PMT Level Curve
04 06 10 02,ZCore[3].Tone PMT[1(unique)].Partial Switch
04 06 10 03,ZCore[3].Tone PMT[1(unique)].KeyRange Lower
04 06 10 04,ZCore[3].Tone PMT[1(unique)].KeyRange Upper
04 06 10 05,ZCore[3].Tone PMT[1(unique)].KeyFade Lower
04 06 10 06,ZCore[3].Tone PMT[1(unique)].KeyFade Upper
04 06 10 07,ZCore[3].Tone PMT[1(unique)].VeloRange Lower
04 06 10 08,ZCore[3].Tone PMT[1(unique)].VeloRange Upper
04 06 10 09,ZCore[3].Tone PMT[1(unique)].VeloFade Lower
04 06 10 0a,ZCore[3].Tone PMT[1(unique)].VeloFade Upper
04 06 10 0b,ZCore[3].Tone PMT[1(unique)].Partial Switch
04 06 10 0c,ZCore[3].Tone PMT[1(unique)].KeyRange Lower
04 06 10 0d,ZCore[3].Tone PMT[1(unique)].KeyRange Upper
04 06 10 0e,ZCore[3].Tone PMT[1(unique)].KeyFade Lower
04 06 10 0f,ZCore[3].Tone PMT[1(unique)].KeyFade Upper
04 06 10 10,ZCore[3].Tone PMT[1(unique)].VeloRange Lower
04 06 10 11,ZCore[3].Tone PMT[1(unique)].VeloRange Upper
04 06 10 12,ZCore[3].Tone PMT[1(unique)].VeloFade Lower
04 06 10 13,ZCore[3].Tone PMT[1(unique)].VeloFade Upper
04 06 10 14,ZCore[3].Tone PMT[1(unique)].Partial Switch
04 06 10 15,ZCore[3].Tone PMT[1(unique)].KeyRange Lower
04 06 10 16,ZCore[3].Tone PMT[1(unique)].KeyRange Upper
04 06 10 17,ZCore[3].Tone PMT[1(unique)].KeyFade Lower
04 06 10 18,ZCore[3].Tone PMT[1(unique)].KeyFade Upper
04 06 10 19,ZCore[3].Tone PMT[1(unique)].VeloRange Lower
04 06 10 1a,ZCore[3].Tone PMT[1(unique)].VeloRange Upper
04 06 10 1b,ZCore[3].Tone PMT[1(unique)].VeloFade Lower
04 06 10 1c,ZCore[3].Tone PMT[1(unique)].VeloFade Upper
04 06 10 1d,ZCore[3].Tone PMT[1(unique)].Partial Switch
04 06 10 1e,ZCore[3].Tone PMT[1(unique)].KeyRange Lower
04 06 10 1f,ZCore[3].Tone PMT[1(unique)].KeyRange Upper
04 06 10 20,ZCore[3].Tone PMT[1(unique)].KeyFade Lower
04 06 10 21,ZCore[3].Tone PMT[1(unique)].KeyFade Upper
04 06 10 22,ZCore[3].Tone PMT[1(unique)].VeloRange Lower
04 06 10 23,ZCore[3].Tone PMT[1(unique)].VeloRange Upper
04 06 10 24,ZCore[3].Tone PMT[1(unique)].VeloFade Lower
04 06 10 25,ZCore[3].Tone PMT[1(unique)].VeloFade Upper
04 06 20 00,ZCore[3].Tone Partial[1].Level
04 06 20 01,ZCore[3].Tone Partial[1].Coarse Tune
04 06 20 02,ZCore[3].Tone Partial[1].Fine Tune
04 06 20 03,ZCore[3].Tone Partial[1].Random Pitch Depth
04 06 20 07,ZCore[3].Tone Partial[1].Pan
04 06 20 08,ZCore[3].Tone Partial[1].Pan Keyfollow
04 06 20 0a,ZCore[3].Tone Partial[1].Random Pan Depth
04 06 20 0b,ZCore[3].Tone Partial[1].Alternate Pan Depth
04 06 20 0c,ZCore[3].Tone Partial[1].Envelope Mode
04 06 20 0d,ZCore[3].Tone Partial[1].Delay Mode
04 06 20 0e,ZCore[3].Tone Partial[1].DelayTime Sync
04 06 20 0f,ZCore[3].Tone Partial[1].DelayTime (note)
04 06 20 10,ZCore[3].Tone Partial[1].DelayTime
04 06 20 14,ZCore[3].Tone Partial[1].Chorus Send Level
04 06 20 15,ZCore[3].Tone Partial[1].Reverb Send Level
04 06 20 16,ZCore[3].Tone Partial[1].Receive Bender
04 06 20 17,ZCore[3].Tone Partial[1].Receive Expression
04 06 20 18,ZCore[3].Tone Partial[1].Receive Hold-1
04 06 20 19,ZCore[3].Tone Partial[1].Redamper Switch
04 06 20 1a,ZCore[3].Tone Partial[1].Output Assign
04 06 20 1b,ZCore[3].Tone Partial[1].Wave Group Type
04 06 20 1c,ZCore[3].Tone Partial[1].Wave Group ID
04 06 20 20,ZCore[3].Tone Partial[1].Wave Number L
04 06 20 24,ZCore[3].Tone Partial[1].Wave Number R
04 06 20 28,ZCore[3].Tone Partial[1].Gain
04 06 20 29,ZCore[3].Tone Partial[1].FXM Switch
04 06 20 2a,ZCore[3].Tone Partial[1].FXM Color
04 06 20 2b,ZCore[3].Tone Partial[1].FXM Depth
04 06 20 2c,ZCore[3].Tone Partial[1].Pitch Keyfollow
04 06 20 30,ZCore[3].Tone Partial[1].Soft EQ Sens
04 06 20 31,ZCore[3].Tone Partial[1].TVF Filter Type
04 06 20 32,ZCore[3].Tone Partial[1].TVF Cutoff Frequency
04 06 20 36,ZCore[3].Tone Partial[1].TVF Cutoff Keyfollow
04 06 20 3a,ZCore[3].Tone Partial[1].TVF Cutoff Velocity Curve
04 06 20 3b,ZCore[3].Tone Partial[1].TVF Cutoff Velocity Sens
04 06 20 3d,ZCore[3].Tone Partial[1].TVF Resonance
04 06 20 41,ZCore[3].Tone Partial[1].TVF Resonance Velocity Sens
04 06 20 43,ZCore[3].Tone Partial[1].Bias Level
04 06 20 45,ZCore[3].Tone Partial[1].Bias Position
04 06 20 46,ZCore[3].Tone Partial[1].Bias Direction
04 06 20 47,ZCore[3].Tone Partial[1].TVA Level Velocity Curve
04 06 20 48,ZCore[3].Tone Partial[1].TVA Level Velocity Sens
04 06 20 4a,ZCore[3].Tone Partial[1].Pitch Env Time Keyfollow
04 06 20 4c,ZCore[3].Tone Partial[1].TVF Env Time Keyfollow
04 06 20 4e,ZCore[3].Tone Partial[1].TVA Env Time Keyfollow
04 06 20 50,ZCore[3].Tone Partial[1].Vibrato Pitch Sens
04 06 20 52,ZCore[3].Tone Partial[1].Vibrato Cutoff Sens
04 06 20 54,ZCore[3].Tone Partial[1].Vibrato Level Sens
04 06 20 56,ZCore[3].Tone Partial[1].Source
04 06 20 57,ZCore[3].Tone Partial[1].Destination 1
04 06 20 58,ZCore[3].Tone Partial[1].Sens 1
04 06 20 59,ZCore[3].Tone Partial[1].Destination 2
04 06 20 5a,ZCore[3].Tone Partial[1].Sens 2
04 06 20 5b,ZCore[3].Tone Partial[1].Destination 3
04 06 20 5c,ZCore[3].Tone Partial[1].Sens 3
04 06 20 5d,ZCore[3].Tone Partial[1].Destination 4
04 06 20 5e,ZCore[3].Tone Partial[1].Sens 4
04 06 20 5f,ZCore[3].Tone Partial[1].Source
04 06 20 60,ZCore[3].Tone Partial[1].Destination 1
04 06 20 61,ZCore[3].Tone Partial[1].Sens 1
04 06 20 62,ZCore[3].Tone Partial[1].Destination 2
04 06 20 63,ZCore[3].Tone Partial[1].Sens 2
04 06 20 64,ZCore[3].Tone Partial[1].Destination 3
04 06 20 65,ZCore[3].Tone Partial[1].Sens 3
04 06 20 66,ZCore[3].Tone Partial[1].Destination 4
04 06 20 67,ZCore[3].Tone Partial[1].Sens 4
04 06 20 68,ZCore[3].Tone Partial[1].Source
04 06 20 69,ZCore[3].Tone Partial[1].Destination 1
04 06 20 6a,ZCore[3].Tone Partial[1].Sens 1
04 06 20 6b,ZCore[3].Tone Partial[1].Destination 2
04 06 20 6c,ZCore[3].Tone Partial[1].Sens 2
04 06 20 6d,ZCore[3].Tone Partial[1].Destination 3
04 06 20 6e,ZCore[3].Tone Partial[1].Sens 3
04 06 20 6f,ZCore[3].Tone Partial[1].Destination 4
04 06 20 70,ZCore[3].Tone Partial[1].Sens 4
04 06 20 71,ZCore[3].Tone Partial[1].Source
04 06 20 72,ZCore[3].Tone Partial[1].Destination 1
04 06 20 73,ZCore[3].Tone Partial[1].Sens 1
04 06 20 74,ZCore[3].Tone Partial[1].Destination 2
04 06 20 75,ZCore[3].Tone Partial[1].Sens 2
04 06 20 76,ZCore[3].Tone Partial[1].Destination 3
04 06 20 77,ZCore[3].Tone Partial[1].Sens 3
04 06 20 78,ZCore[3].Tone Partial[1].Destination 4
04 06 20 79,ZCore[3].Tone Partial[1].Sens 4
04 06 20 7a,ZCore[3].Tone Partial[1].Damper Free Note
04 06 20 7b,ZCore[3].Tone Partial[1].Stereo Width
04 06 20 7c,ZCore[3].Tone Partial[1].Stereo Detune
04 06 20 7d,ZCore[3].Tone Partial[1].Damper Free Decay Offset
04 06 20 7f,ZCore[3].Tone Partial[1].Wave Tempo Sync
04 06 21 00,ZCore[3].Tone Partial[2].Level
04 06 21 01,ZCore[3].Tone Partial[2].Coarse Tune
04 06 21 02,ZCore[3].Tone Partial[2].Fine Tune
04 06 21 03,ZCore[3].Tone Partial[2].Random Pitch Depth
04 06 21 07,ZCore[3].Tone Partial[2].Pan
04 06 21 08,ZCore[3].Tone Partial[2].Pan Keyfollow
04 06 21 0a,ZCore[3].Tone Partial[2].Random Pan Depth
04 06 21 0b,ZCore[3].Tone Partial[2].Alternate Pan Depth
04 06 21 0c,ZCore[3].Tone Partial[2].Envelope Mode
04 06 21 0d,ZCore[3].Tone Partial[2].Delay Mode
04 06 21 0e,ZCore[3].Tone Partial[2].DelayTime Sync
04 06 21 0f,ZCore[3].Tone Partial[2].DelayTime (note)
04 06 21 10,ZCore[3].Tone Partial[2].DelayTime
04 06 21 14,ZCore[3].Tone Partial[2].Chorus Send Level
04 06 21 15,ZCore[3].Tone Partial[2].Reverb Send Level
04 06 21 16,ZCore[3].Tone Partial[2].Receive Bender
04 06 21 17,ZCore[3].Tone Partial[2].Receive Expression
04 06 21 18,ZCore[3].Tone Partial[2].Receive Hold-1
04 06 21 19,ZCore[3].Tone Partial[2].Redamper Switch
04 06 21 1a,ZCore[3].Tone Partial[2].Output Assign
04 06 21 1b,ZCore[3].Tone Partial[2].Wave Group Type
04 06 21 1c,ZCore[3].Tone Partial[2].Wave Group ID
04 06 21 20,ZCore[3].Tone Partial[2].Wave Number L
04 06 21 24,ZCore[3].Tone Partial[2].Wave Number R
04 06 21 28,ZCore[3].Tone Partial[2].Gain
04 06 21 29,ZCore[3].Tone Partial[2].FXM Switch
04 06 21 2a,ZCore[3].Tone Partial[2].FXM Color
04 06 21 2b,ZCore[3].Tone Partial[2].FXM Depth
04 06 21 2c,ZCore[3].Tone Partial[2].Pitch Keyfollow
04 06 21 30,ZCore[3].Tone Partial[2].Soft EQ Sens
04 06 21 31,ZCore[3].Tone Partial[2].TVF Filter Type
04 06 21 32,ZCore[3].Tone Partial[2].TVF Cutoff Frequency
04 06 21 36,ZCore[3].Tone Partial[2].TVF Cutoff Keyfollow
04 06 21 3a,ZCore[3].Tone Partial[2].TVF Cutoff Velocity Curve
04 06 21 3b,ZCore[3].Tone Partial[2].TVF Cutoff Velocity Sens
04 06 21 3d,ZCore[3].Tone Partial[2].TVF Resonance
04 06 21 41,ZCore[3].Tone Partial[2].TVF Resonance Velocity Sens
04 06 21 43,ZCore[3].Tone Partial[2].Bias Level
04 06 21 45,ZCore[3].Tone Partial[2].Bias Position
04 06 21 46,ZCore[3].Tone Partial[2].Bias Direction
04 06 21 47,ZCore[3].Tone Partial[2].TVA Level Velocity Curve
04 06 21 48,ZCore[3].Tone Partial[2].TVA Level Velocity Sens
04 06 21 4a,ZCore[3].Tone Partial[2].Pitch Env Time Keyfollow
04 06 21 4c,ZCore[3].Tone Partial[2].TVF Env Time Keyfollow
04 06 21 4e,ZCore[3].Tone Partial[2].TVA Env Time Keyfollow
04 06 21 50,ZCore[3].Tone Partial[2].Vibrato Pitch Sens
04 06 21 52,ZCore[3].Tone Partial[2].Vibrato Cutoff Sens
04 06 21 54,ZCore[3].Tone Partial[2].Vibrato Level Sens
04 06 21 56,ZCore[3].Tone Partial[2].Source
04 06 21 57,ZCore[3].Tone Partial[2].Destination 1
04 06 21 58,ZCore[3].Tone Partial[2].Sens 1
04 06 21 59,ZCore[3].Tone Partial[2].Destination 2
04 06 21 5a,ZCore[3].Tone Partial[2].Sens 2
04 06 21 5b,ZCore[3].Tone Partial[2].Destination 3
04 06 21 5c,ZCore[3].Tone Partial[2].Sens 3
04 06 21 5d,ZCore[3].Tone Partial[2].Destination 4
04 06 21 5e,ZCore[3].Tone Partial[2].Sens 4
04 06 21 5f,ZCore[3].Tone Partial[2].Source
04 06 21 60,ZCore[3].Tone Partial[2].Destination 1
04 06 21 61,ZCore[3].Tone Partial[2].Sens 1
04 06 21 62,ZCore[3].Tone Partial[2].Destination 2
04 06 21 63,ZCore[3].Tone Partial[2].Sens 2
04 06 21 64,ZCore[3].Tone Partial[2].Destination 3
04 06 21 65,ZCore[3].Tone Partial[2].Sens 3
04 06 21 66,ZCore[3].Tone Partial[2].Destination 4
04 06 21 67,ZCore[3].Tone Partial[2].Sens 4
04 06 21 68,ZCore[3].Tone Partial[2].Source
04 06 21 69,ZCore[3].Tone Partial[2].Destination 1
04 06 21 6a,ZCore[3].Tone Partial[2].Sens 1
04 06 21 6b,ZCore[3].Tone Partial[2].Destination 2
04 06 21 6c,ZCore[3].Tone Partial[2].Sens 2
04 06 21 6d,ZCore[3].Tone Partial[2].Destination 3
04 06 21 6e,ZCore[3].Tone Partial[2].Sens 3
04 06 21 6f,ZCore[3].Tone Partial[2].Destination 4
04 06 21 70,ZCore[3].Tone Partial[2].Sens 4
04 06 21 71,ZCore[3].Tone Partial[2].Source
04 06 21 72,ZCore[3].Tone Partial[2].Destination 1
04 06 21 73,ZCore[3].Tone Partial[2].Sens 1
04 06 21 74,ZCore[3].Tone Partial[2].Destination 2
04 06 21 75,ZCore[3].Tone Partial[2].Sens 2
04 06 21 76,ZCore[3].Tone Partial[2].Destination 3
04 06 21 77,ZCore[3].Tone Partial[2].Sens 3
04 06 21 78,ZCore[3].Tone Partial[2].Destination 4
04 06 21 79,ZCore[3].Tone Partial[2].Sens 4
04 06 21 7a,ZCore[3].Tone Partial[2].Damper Free Note
04 06 21 7b,ZCore[3].Tone Partial[2].Stereo Width
04 06 21 7c,ZCore[3].Tone Partial[2].Stereo Detune
04 06 21 7d,ZCore[3].Tone Partial[2].Damper Free Decay Offset
04 06 21 7f,ZCore[3].Tone Partial[2].Wave Tempo Sync
04 06 22 00,ZCore[3].Tone Partial[3].Level
04 06 22 01,ZCore[3].Tone Partial[3].Coarse Tune
04 06 22 02,ZCore[3].Tone Partial[3].Fine Tune
04 06 22 03,ZCore[3].Tone Partial[3].Random Pitch Depth
04 06 22 07,ZCore[3].Tone Partial[3].Pan
04 06 22 08,ZCore[3].Tone Partial[3].Pan Keyfollow
04 06 22 0a,ZCore[3].Tone Partial[3].Random Pan Depth
04 06 22 0b,ZCore[3].Tone Partial[3].Alternate Pan Depth
04 06 22 0c,ZCore[3].Tone Partial[3].Envelope Mode
04 06 22 0d,ZCore[3].Tone Partial[3].Delay Mode
04 06 22 0e,ZCore[3].Tone Partial[3].DelayTime Sync
04 06 22 0f,ZCore[3].Tone Partial[3].DelayTime (note)
04 06 22 10,ZCore[3].Tone Partial[3].DelayTime
04 06 22 14,ZCore[3].Tone Partial[3].Chorus Send Level
04 06 22 15,ZCore[3].Tone Partial[3].Reverb Send Level
04 06 22 16,ZCore[3].Tone Partial[3].Receive Bender
04 06 22 17,ZCore[3].Tone Partial[3].Receive Expression
04 06 22 18,ZCore[3].Tone Partial[3].Receive Hold-1
04 06 22 19,ZCore[3].Tone Partial[3].Redamper Switch
04 06 22 1a,ZCore[3].Tone Partial[3].Output Assign
04 06 22 1b,ZCore[3].Tone Partial[3].Wave Group Type
04 06 22 1c,ZCore[3].Tone Partial[3].Wave Group ID
04 06 22 20,ZCore[3].Tone Partial[3].Wave Number L
04 06 22 24,ZCore[3].Tone Partial[3].Wave Number R
04 06 22 28,ZCore[3].Tone Partial[3].Gain
04 06 22 29,ZCore[3].Tone Partial[3].FXM Switch
04 06 22 2a,ZCore[3].Tone Partial[3].FXM Color
04 06 22 2b,ZCore[3].Tone Partial[3].FXM Depth
04 06 22 2c,ZCore[3].Tone Partial[3].Pitch Keyfollow
04 06 22 30,ZCore[3].Tone Partial[3].Soft EQ Sens
04 06 22 31,ZCore[3].Tone Partial[3].TVF Filter Type
04 06 22 32,ZCore[3].Tone Partial[3].TVF Cutoff Frequency
04 06 22 36,ZCore[3].Tone Partial[3].TVF Cutoff Keyfollow
04 06 22 3a,ZCore[3].Tone Partial[3].TVF Cutoff Velocity Curve
04 06 22 3b,ZCore[3].Tone Partial[3].TVF Cutoff Velocity Sens
04 06 22 3d,ZCore[3].Tone Partial[3].TVF Resonance
04 06 22 41,ZCore[3].Tone Partial[3].TVF Resonance Velocity Sens
04 06 22 43,ZCore[3].Tone Partial[3].Bias Level
04 06 22 45,ZCore[3].Tone Partial[3].Bias Position
04 06 22 46,ZCore[3].Tone Partial[3].Bias Direction
04 06 22 47,ZCore[3].Tone Partial[3].TVA Level Velocity Curve
04 06 22 48,ZCore[3].Tone Partial[3].TVA Level Velocity Sens
04 06 22 4a,ZCore[3].Tone Partial[3].Pitch Env Time Keyfollow
04 06 22 4c,ZCore[3].Tone Partial[3].TVF Env Time Keyfollow
04 06 22 4e,ZCore[3].Tone Partial[3].TVA Env Time Keyfollow
04 06 22 50,ZCore[3].Tone Partial[3].Vibrato Pitch Sens
04 06 22 52,ZCore[3].Tone Partial[3].Vibrato Cutoff Sens
04 06 22 54,ZCore[3].Tone Partial[3].Vibrato Level Sens
04 06 22 56,ZCore[3].Tone Partial[3].Source
04 06 22 57,ZCore[3].Tone Partial[3].Destination 1
04 06 22 58,ZCore[3].Tone Partial[3].Sens 1
04 06 22 59,ZCore[3].Tone Partial[3].Destination 2
04 06 22 5a,ZCore[3].Tone Partial[3].Sens 2
04 06 22 5b,ZCore[3].Tone Partial[3].Destination 3
04 06 22 5c,ZCore[3].Tone Partial[3].Sens 3
04 06 22 5d,ZCore[3].Tone Partial[3].Destination 4
04 06 22 5e,ZCore[3].Tone Partial[3].Sens 4
04 06 22 5f,ZCore[3].Tone Partial[3].Source
04 06 22 60,ZCore[3].Tone Partial[3].Destination 1
04 06 22 61,ZCore[3].Tone Partial[3].Sens 1
04 06 22 62,ZCore[3].Tone Partial[3].Destination 2
04 06 22 63,ZCore[3].Tone Partial[3].Sens 2
04 06 22 64,ZCore[3].Tone Partial[3].Destination 3
04 06 22 65,ZCore[3].Tone Partial[3].Sens 3
